"MaximumInscribedSphereRadius","TCoords:0","TCoords:1","Curvature","Torsion","FrenetTangent:0","FrenetTangent:1","FrenetTangent:2","FrenetNormal:0","FrenetNormal:1","FrenetNormal:2","FrenetBinormal:0","FrenetBinormal:1","FrenetBinormal:2","Points:0","Points:1","Points:2"
3.2589,0.66337,0,0.32454,-0.032232,-0.0088014,-0.86345,0.50435,-0.76447,-0.31932,-0.56002,0.6446,-0.39049,-0.65728,48.524,-22.918,-585.85
3.1768,0.66427,0,0.31064,-0.18918,-0.055978,-0.88105,0.46969,-0.77847,-0.25605,-0.57308,0.62517,-0.39772,-0.67154,48.518,-23.086,-585.76
3.0373,0.66517,0,0.26785,-0.34465,-0.10046,-0.89346,0.43776,-0.80693,-0.18423,-0.56119,0.58205,-0.40962,-0.70245,48.502,-23.259,-585.67
2.8978,0.66607,0,0.22534,-0.47169,-0.14045,-0.90054,0.41147,-0.84782,-0.10525,-0.51974,0.51135,-0.42185,-0.74871,48.478,-23.435,-585.59
2.7583,0.66697,0,0.1894,-0.63619,-0.17613,-0.90328,0.39123,-0.8888,-0.024897,-0.45761,0.42309,-0.42832,-0.79846,48.447,-23.615,-585.51
2.6188,0.66787,0,0.15763,-0.87946,-0.20783,-0.9025,0.37722,-0.9386,0.075439,-0.33665,0.27537,-0.42403,-0.86277,48.408,-23.796,-585.43
2.4793,0.66877,0,0.13485,-1.0959,-0.23597,-0.8988,0.36943,-0.96725,0.18065,-0.17833,0.093545,-0.39941,-0.91199,48.363,-23.979,-585.36
2.3398,0.66967,0,0.12038,-1.3664,-0.26091,-0.89265,0.36756,-0.9534,0.29803,0.047044,-0.15154,-0.33816,-0.92881,48.312,-24.162,-585.28
2.2003,0.67057,0,0.11663,-1.4658,-0.28291,-0.88418,0.37174,-0.86409,0.40317,0.30134,-0.41631,-0.23596,-0.87807,48.256,-24.343,-585.21
2.0608,0.67147,0,0.12463,-1.2665,-0.30215,-0.87334,0.38208,-0.70219,0.47498,0.5304,-0.6447,-0.10804,-0.75676,48.196,-24.523,-585.13
1.9214,0.67237,0,0.14098,-0.70984,-0.31875,-0.85999,0.39852,-0.53356,0.51031,0.67446,-0.7834,0.00235,-0.62152,48.133,-24.7,-585.05
1.8116,0.67327,0,0.14955,0.05401,-0.33329,-0.84459,0.41904,-0.45288,0.53323,0.71454,-0.82694,0.048372,-0.56021,48.067,-24.874,-584.97
1.7739,0.67417,0,0.12867,0.73376,-0.34717,-0.82921,0.43804,-0.54081,0.55863,0.62885,-0.76615,-0.018581,-0.64239,47.998,-25.043,-584.88
1.7362,0.67507,0,0.1095,1.1414,-0.36149,-0.8157,0.45162,-0.66255,0.56553,0.49112,-0.65601,-0.12168,-0.74487,47.926,-25.208,-584.79
1.6985,0.67597,0,0.093343,1.5607,-0.37642,-0.80456,0.45933,-0.81623,0.52255,0.24639,-0.43826,-0.28218,-0.85341,47.852,-25.371,-584.7
1.6608,0.67687,0,0.087537,1.801,-0.39199,-0.79594,0.46133,-0.90456,0.42485,-0.035586,-0.16767,-0.43125,-0.88652,47.775,-25.531,-584.6
1.6231,0.67777,0,0.092751,1.6592,-0.4082,-0.78993,0.45759,-0.89517,0.24806,-0.37033,0.17902,-0.56079,-0.80837,47.695,-25.69,-584.51
1.5854,0.67867,0,0.10651,1.2144,-0.42505,-0.78656,0.44795,-0.80459,0.10159,-0.58507,0.41468,-0.6091,-0.67604,47.612,-25.847,-584.42
1.5477,0.67957,0,0.12721,0.88835,-0.44238,-0.78561,0.43258,-0.69109,-0.008797,-0.72272,0.57158,-0.61866,-0.53903,47.526,-26.003,-584.33
1.51,0.68047,0,0.15269,0.4901,-0.46006,-0.78697,0.41113,-0.58466,-0.079976,-0.80733,0.66822,-0.61179,-0.42331,47.436,-26.16,-584.25
1.4723,0.68137,0,0.1718,-0.14242,-0.47802,-0.7898,0.38434,-0.52668,-0.092437,-0.84502,0.70292,-0.60636,-0.37178,47.342,-26.317,-584.17
1.4339,0.68227,0,0.16831,-0.71929,-0.49696,-0.7913,0.3562,-0.58728,0.0044943,-0.80937,0.63885,-0.61141,-0.46695,47.245,-26.476,-584.1
1.3955,0.68317,0,0.1623,-0.92508,-0.51783,-0.78896,0.33076,-0.67463,0.13885,-0.72498,0.52605,-0.59856,-0.60415,47.143,-26.634,-584.03
1.357,0.68407,0,0.16129,-0.8748,-0.54086,-0.78225,0.30911,-0.74464,0.27442,-0.60845,0.39113,-0.55926,-0.73092,47.037,-26.792,-583.96
1.3186,0.68497,0,0.16958,-0.8195,-0.56617,-0.7713,0.29078,-0.77768,0.38288,-0.49861,0.27324,-0.50843,-0.8166,46.926,-26.948,-583.9
1.2802,0.68587,0,0.1794,-0.73969,-0.59371,-0.75594,0.27581,-0.79304,0.4916,-0.35973,0.13635,-0.4323,-0.89136,46.81,-27.102,-583.85
1.2417,0.68677,0,0.19589,-0.58258,-0.62336,-0.73592,0.26427,-0.78093,0.56885,-0.25798,0.03953,-0.36719,-0.92931,46.688,-27.252,-583.79
1.2033,0.68767,0,0.21192,0.006539,-0.65477,-0.71124,0.25575,-0.75435,0.63608,-0.16235,-0.047209,-0.29923,-0.95301,46.559,-27.397,-583.74
1.1747,0.68857,0,0.19281,1.0851,-0.68485,-0.68561,0.24682,-0.72759,0.62486,-0.28312,0.039886,-0.37348,-0.92678,46.425,-27.537,-583.69
1.1527,0.68947,0,0.16055,2.2163,-0.70915,-0.66598,0.23147,-0.63808,0.46654,-0.61254,0.29995,-0.58207,-0.75579,46.285,-27.672,-583.64
1.1307,0.69037,0,0.15862,2.2785,-0.72596,-0.65573,0.20739,-0.41153,0.17258,-0.89491,0.55103,-0.73501,-0.39514,46.141,-27.804,-583.6
1.1088,0.69127,0,0.18773,1.6168,-0.73523,-0.65493,0.17467,-0.14329,-0.1017,-0.98444,0.6625,-0.74882,-0.019073,45.994,-27.935,-583.56
1.0868,0.69217,0,0.2387,0.485,-0.73656,-0.66313,0.13318,0.060385,-0.26059,-0.96356,0.67367,-0.70168,0.23198,45.846,-28.067,-583.53
1.0788,0.69307,0,0.24557,-0.75065,-0.73286,-0.67488,0.086327,0.092446,-0.22448,-0.97008,0.67407,-0.70295,0.2269,45.699,-28.201,-583.51
1.0968,0.69397,0,0.18711,-2.6342,-0.73323,-0.67856,0.044036,-0.14571,0.093539,-0.98489,0.66419,-0.72857,-0.16746,45.553,-28.337,-583.49
1.1148,0.69487,0,0.17906,-2.8737,-0.74446,-0.66755,0.012796,-0.47461,0.51562,-0.71335,0.4696,-0.53714,-0.70069,45.405,-28.472,-583.49
1.1328,0.69577,0,0.22716,-0.80511,-0.76675,-0.64191,-0.007622,-0.60279,0.724,-0.33535,0.22078,-0.25253,-0.94206,45.255,-28.604,-583.49
1.1738,0.69667,0,0.19525,1.1087,-0.79142,-0.61086,-0.022263,-0.56395,0.74372,-0.35894,0.23582,-0.27152,-0.9331,45.098,-28.729,-583.49
1.2338,0.69757,0,0.11286,5.972,-0.80466,-0.59242,-0.039638,-0.20514,0.34004,-0.91776,0.55718,-0.73035,-0.39515,44.938,-28.849,-583.5
1.2938,0.69847,0,0.16137,1.2302,-0.80143,-0.59466,-0.063892,0.3466,-0.37473,-0.85991,0.48741,-0.7113,0.50643,44.776,-28.967,-583.51
1.3727,0.69937,0,0.14812,-1.5126,-0.7909,-0.60514,-0.091037,0.33204,-0.2994,-0.89449,0.51404,-0.73767,0.43772,44.617,-29.087,-583.52
1.4591,0.70027,0,0.10991,-5.2144,-0.78711,-0.60606,-0.11465,-0.10665,0.31681,-0.94247,0.60752,-0.7296,-0.314,44.46,-29.209,-583.54
1.5442,0.70117,0,0.1683,-2.1995,-0.79686,-0.58966,-0.13159,-0.50536,0.7699,-0.38971,0.33111,-0.24404,-0.91149,44.302,-29.329,-583.57
1.6288,0.70207,0,0.24357,-0.033398,-0.81875,-0.55653,-0.14115,-0.54351,0.83051,-0.12187,0.18505,-0.023063,-0.98246,44.141,-29.445,-583.6
1.6992,0.70297,0,0.080336,9.8936,-0.83451,-0.53045,-0.14905,-0.33991,0.70853,-0.61843,0.43365,-0.46542,-0.77158,43.974,-29.552,-583.62
1.7674,0.70387,0,0.20736,0.55213,-0.82608,-0.53934,-0.16345,0.54825,-0.70196,-0.45461,0.13046,-0.46515,0.87556,43.807,-29.657,-583.66
1.8325,0.70477,0,0.15173,-2.7087,-0.80638,-0.5627,-0.18197,0.54398,-0.58502,-0.60153,0.23203,-0.58405,0.77785,43.644,-29.767,-583.69
1.8964,0.70567,0,0.13377,-2.9188,-0.8035,-0.56135,-0.19817,-0.39593,0.75252,-0.52626,0.44455,-0.34439,-0.82691,43.485,-29.882,-583.73
1.9596,0.70657,0,0.14873,3.4559,-0.8151,-0.53918,-0.21188,-0.41351,0.79765,-0.43905,0.40573,-0.27025,-0.87312,43.321,-29.993,-583.77
2.0207,0.70747,0,0.27689,2.3705,-0.80519,-0.54634,-0.23061,0.58769,-0.68313,-0.43353,0.079321,-0.48461,0.87113,43.153,-30.101,-583.81
2.0817,0.70837,0,0.76315,0.27658,-0.74078,-0.61916,-0.26056,0.67053,-0.70493,-0.23124,-0.040499,-0.34601,0.93736,42.995,-30.215,-583.86
2.1397,0.70927,0,1.1207,-0.043456,-0.60626,-0.73825,-0.29569,0.79302,-0.58911,-0.15511,-0.059689,-0.32853,0.94261,42.861,-30.345,-583.92
2.1794,0.71017,0,0.86259,-0.33058,-0.44302,-0.8361,-0.32352,0.89626,-0.42153,-0.13793,-0.021047,-0.35107,0.93611,42.762,-30.499,-583.98
2.2192,0.71107,0,0.51353,-0.91078,-0.31873,-0.88289,-0.34485,0.94367,-0.26147,-0.20277,0.088852,-0.39005,0.9165,42.689,-30.67,-584.04
2.2589,0.71197,0,0.2424,-3.5429,-0.24876,-0.8963,-0.3671,0.87063,-0.040844,-0.49025,0.42442,-0.44156,0.7905,42.634,-30.853,-584.11
2.2987,0.71287,0,0.17547,-6.3296,-0.23097,-0.88916,-0.39503,-0.20513,0.44138,-0.87356,0.95109,-0.12073,-0.28434,42.587,-31.039,-584.19
2.3384,0.71377,0,0.37555,-0.89609,-0.26246,-0.86356,-0.43055,-0.72161,0.47187,-0.50657,0.64062,0.17774,-0.74701,42.538,-31.221,-584.28
2.3846,0.71467,0,0.42356,-0.04431,-0.32232,-0.82297,-0.46779,-0.74559,0.52519,-0.41022,0.58327,0.21656,-0.78288,42.479,-31.394,-584.37
2.4359,0.71557,0,0.27335,0.66676,-0.3727,-0.78352,-0.49718,-0.67259,0.59722,-0.43698,0.63931,0.17153,-0.74958,42.407,-31.555,-584.47
2.4872,0.71647,0,0.11703,3.9997,-0.39577,-0.75928,-0.51658,-0.40165,0.64897,-0.64615,0.82586,-0.048241,-0.56181,42.329,-31.708,-584.57
2.5385,0.71737,0,0.098074,5.2827,-0.39163,-0.75377,-0.52769,0.90589,-0.21538,-0.36465,0.1612,-0.62084,0.76718,42.249,-31.858,-584.67
2.5898,0.71827,0,0.22916,0.17287,-0.36224,-0.76575,-0.53142,0.90448,-0.4265,-0.0019705,-0.22514,-0.48137,0.84711,42.173,-32.008,-584.78
2.6268,0.71917,0,0.24226,-0.68681,-0.319,-0.78369,-0.53299,0.9385,-0.33958,-0.062385,-0.1321,-0.52011,0.84382,42.105,-32.163,-584.89
2.6629,0.72007,0,0.22271,-1.1022,-0.27502,-0.7962,-0.53892,0.95994,-0.19612,-0.20014,0.053657,-0.57237,0.81824,42.046,-32.32,-584.99
2.699,0.72097,0,0.21436,-1.1663,-0.2337,-0.80096,-0.55122,0.93051,-0.019788,-0.36574,0.28204,-0.59839,0.74992,41.995,-32.48,-585.1
2.735,0.72187,0,0.21473,-1.0853,-0.19521,-0.79821,-0.56986,0.85489,0.14629,-0.49776,0.48069,-0.58434,0.65383,41.953,-32.641,-585.21
2.7711,0.72277,0,0.22453,-0.83478,-0.15977,-0.78822,-0.59429,0.74357,0.29988,-0.59765,0.64929,-0.53738,0.53818,41.917,-32.802,-585.33
2.8046,0.72367,0,0.19526,-0.81743,-0.13015,-0.77305,-0.62085,0.63603,0.41526,-0.6504,0.76061,-0.47953,0.43764,41.888,-32.961,-585.45
2.8332,0.72457,0,0.1063,-2.4489,-0.11305,-0.75863,-0.64164,0.40534,0.55439,-0.72688,0.90715,-0.34226,0.24483,41.864,-33.118,-585.58
2.8618,0.72547,0,0.056426,-8.6888,-0.11277,-0.74957,-0.65225,-0.71795,0.51527,-0.46803,0.6869,0.4155,-0.59626,41.841,-33.273,-585.72
2.8903,0.72637,0,0.12947,-1.683,-0.12981,-0.7465,-0.6526,-0.98292,0.010296,0.18373,-0.13044,0.66531,-0.73509,41.817,-33.426,-585.85
2.9189,0.72727,0,0.23587,-0.58256,-0.16478,-0.74858,-0.64225,-0.93511,-0.088542,0.34312,-0.31371,0.65711,-0.68541,41.788,-33.577,-585.98
2.9475,0.72817,0,0.36197,-0.27244,-0.21865,-0.75445,-0.61887,-0.89388,-0.099508,0.43712,-0.39137,0.64877,-0.65263,41.751,-33.726,-586.11
2.9761,0.72907,0,0.50108,-0.14176,-0.29202,-0.7613,-0.57892,-0.85707,-0.060329,0.51166,-0.42445,0.64559,-0.63487,41.702,-33.874,-586.23
3.0027,0.72997,0,0.60045,-0.064712,-0.38023,-0.76426,-0.52089,-0.81151,0.0054908,0.58431,-0.44371,0.64488,-0.62229,41.639,-34.02,-586.33
3.0115,0.73087,0,0.54917,-0.046872,-0.46668,-0.75927,-0.45357,-0.76232,0.085306,0.64156,-0.44842,0.64516,-0.61861,41.557,-34.165,-586.43
3.0204,0.73177,0,0.46174,-0.057788,-0.53786,-0.74786,-0.38911,-0.70758,0.14956,0.69063,-0.4583,0.64679,-0.60961,41.461,-34.309,-586.51
3.0292,0.73267,0,0.36778,-0.069111,-0.59273,-0.73365,-0.33231,-0.65857,0.20397,0.72435,-0.46364,0.64819,-0.60406,41.351,-34.452,-586.58
3.038,0.73357,0,0.28254,-0.13094,-0.63327,-0.71954,-0.28501,-0.60886,0.23585,0.7574,-0.47776,0.65317,-0.58746,41.229,-34.595,-586.64
3.0468,0.73447,0,0.20461,-0.20921,-0.66181,-0.70765,-0.24745,-0.56189,0.24973,0.78862,-0.49627,0.66096,-0.5629,41.099,-34.738,-586.69
3.0556,0.73537,0,0.13504,-0.44348,-0.68033,-0.69921,-0.21969,-0.50704,0.23258,0.82995,-0.52922,0.67603,-0.51275,40.962,-34.882,-586.74
3.0644,0.73627,0,0.073007,-1.4277,-0.69029,-0.69495,-0.20137,-0.39939,0.13392,0.90695,-0.60331,0.70648,-0.37,40.82,-35.025,-586.78
3.0732,0.73717,0,0.026812,-10.294,-0.69262,-0.69524,-0.19215,0.23603,-0.47019,0.85042,-0.68159,0.54366,0.48976,40.676,-35.169,-586.82
3.082,0.73807,0,0.058024,-2.0417,-0.68766,-0.7002,-0.19196,0.71306,-0.60157,-0.36008,0.13665,-0.38449,0.91296,40.531,-35.315,-586.86
3.0908,0.73897,0,0.11417,-0.56845,-0.6753,-0.70979,-0.20045,0.68327,-0.49973,-0.53236,0.27769,-0.49646,0.82244,40.389,-35.462,-586.9
3.0997,0.73987,0,0.17828,-0.25925,-0.65485,-0.72373,-0.21769,0.67689,-0.43353,-0.59487,0.33615,-0.5369,0.77378,40.251,-35.61,-586.94
3.1085,0.74077,0,0.24733,-0.13609,-0.62508,-0.74141,-0.24409,0.69172,-0.38127,-0.61332,0.36166,-0.55222,0.75117,40.119,-35.76,-586.99
3.1173,0.74167,0,0.32224,-0.078405,-0.58445,-0.76175,-0.27956,0.71848,-0.32569,-0.61459,0.37711,-0.56005,0.73765,39.996,-35.912,-587.04
3.1261,0.74257,0,0.38585,-0.078981,-0.53222,-0.78266,-0.32278,0.7534,-0.26394,-0.60226,0.38618,-0.56371,0.73013,39.883,-36.067,-587.1
3.1326,0.74347,0,0.37092,-0.092444,-0.47431,-0.79985,-0.36778,0.78262,-0.19178,-0.59222,0.40316,-0.56873,0.71694,39.783,-36.225,-587.17
3.1388,0.74437,0,0.32049,-0.12691,-0.41976,-0.81083,-0.40787,0.80679,-0.12746,-0.57693,0.41581,-0.57124,0.70767,39.695,-36.384,-587.25
3.145,0.74527,0,0.27053,-0.19367,-0.37217,-0.81632,-0.44171,0.8137,-0.058003,-0.57839,0.44653,-0.57468,0.68583,39.617,-36.546,-587.33
3.1513,0.74617,0,0.21804,-0.2578,-0.33254,-0.81768,-0.46992,0.81234,0.0047814,-0.58317,0.47909,-0.57566,0.66264,39.547,-36.709,-587.42
3.1575,0.74707,0,0.16826,-0.43915,-0.30147,-0.8162,-0.49288,0.78942,0.076248,-0.60911,0.53473,-0.57271,0.62134,39.484,-36.873,-587.52
3.1637,0.74797,0,0.12172,-0.84141,-0.27916,-0.81279,-0.51131,0.728,0.16809,-0.66465,0.62617,-0.55778,0.54479,39.426,-37.037,-587.62
3.17,0.74887,0,0.082995,-1.7624,-0.26558,-0.80798,-0.52595,0.54927,0.32154,-0.77131,0.79232,-0.49373,0.35841,39.371,-37.202,-587.73
3.1762,0.74977,0,0.051915,-4.2059,-0.26078,-0.80237,-0.53684,0.032939,0.54836,-0.83559,0.96484,-0.23559,-0.11657,39.318,-37.365,-587.83
3.1824,0.75068,0,0.060737,-3.1956,-0.26473,-0.79603,-0.54429,-0.6678,0.55852,-0.49204,0.69567,0.23322,-0.67945,39.265,-37.528,-587.94
3.1887,0.75158,0,0.092936,-1.3707,-0.27739,-0.78877,-0.54854,-0.90468,0.40665,-0.12726,0.32344,0.46095,-0.82638,39.21,-37.689,-588.06
3.1949,0.75248,0,0.13204,-0.3947,-0.29851,-0.78054,-0.54922,-0.94249,0.33175,0.040787,0.15037,0.52981,-0.83468,39.152,-37.848,-588.17
3.2084,0.75338,0,0.14112,-0.0040372,-0.32444,-0.7713,-0.54757,-0.93764,0.33862,0.078574,0.12481,0.53891,-0.83306,39.09,-38.005,-588.28
3.2249,0.75428,0,0.13079,0.13743,-0.34992,-0.76157,-0.54549,-0.9249,0.37332,0.072112,0.14872,0.52976,-0.83501,39.022,-38.159,-588.39
3.2414,0.75518,0,0.11978,0.19099,-0.37301,-0.75175,-0.54381,-0.91092,0.4081,0.060678,0.17631,0.518,-0.83701,38.949,-38.311,-588.5
3.2579,0.75608,0,0.10841,0.23909,-0.39363,-0.74196,-0.54272,-0.89257,0.44973,0.032551,0.21992,0.49723,-0.83928,38.872,-38.46,-588.61
3.2744,0.75698,0,0.097086,0.26289,-0.41179,-0.73233,-0.54232,-0.87291,0.48787,0.0040027,0.26165,0.47504,-0.84016,38.791,-38.608,-588.71
3.2909,0.75788,0,0.085813,0.33796,-0.42755,-0.72305,-0.54259,-0.84818,0.52849,-0.035918,0.31272,0.44485,-0.83923,38.707,-38.753,-588.82
3.3074,0.75878,0,0.074948,0.48451,-0.44093,-0.71421,-0.54358,-0.81424,0.5731,-0.092527,0.37761,0.40181,-0.83424,38.62,-38.897,-588.93
3.3239,0.75968,0,0.064734,0.60537,-0.45193,-0.70585,-0.54547,-0.75632,0.62742,-0.18527,0.47301,0.32883,-0.8174,38.531,-39.039,-589.04
3.3404,0.76058,0,0.055152,0.55941,-0.46063,-0.69808,-0.54819,-0.68871,0.6707,-0.27539,0.55991,0.25069,-0.78971,38.439,-39.18,-589.15
3.356,0.76148,0,0.047327,-0.11485,-0.4674,-0.69106,-0.55135,-0.62633,0.69899,-0.34515,0.6239,0.184,-0.75953,38.346,-39.319,-589.26
3.3682,0.76238,0,0.040486,-1.1221,-0.47332,-0.68507,-0.55376,-0.72739,0.65853,-0.19296,0.49686,0.31147,-0.81001,38.252,-39.456,-589.37
3.3803,0.76328,0,0.036454,-1.6001,-0.47929,-0.68034,-0.55445,-0.82738,0.561,0.026853,0.29277,0.47161,-0.83179,38.157,-39.593,-589.48
3.3924,0.76418,0,0.036116,-1.6396,-0.48548,-0.67699,-0.55316,-0.87395,0.35937,0.32721,-0.022729,0.64229,-0.76612,38.06,-39.729,-589.59
3.4046,0.76508,0,0.038789,-1.3441,-0.49188,-0.67502,-0.54992,-0.83027,0.1735,0.52967,-0.26212,0.71711,-0.64579,37.962,-39.865,-589.7
3.4167,0.76598,0,0.045195,-1.0445,-0.49845,-0.67434,-0.5448,-0.73778,-3.2187e-05,0.67505,-0.45523,0.73842,-0.4975,37.863,-40,-589.81
3.4288,0.76688,0,0.053539,-0.74728,-0.50523,-0.67501,-0.53768,-0.64015,-0.1247,0.75806,-0.57875,0.72719,-0.3691,37.762,-40.135,-589.92
3.441,0.76778,0,0.063184,-0.50192,-0.51218,-0.677,-0.52853,-0.55583,-0.20786,0.80489,-0.65477,0.70602,-0.26984,37.66,-40.271,-590.03
3.4531,0.76868,0,0.07122,-0.41526,-0.51921,-0.68015,-0.51752,-0.49254,-0.25674,0.83156,-0.69845,0.68665,-0.2017,37.557,-40.406,-590.13
3.4652,0.76958,0,0.084765,-0.30417,-0.52635,-0.68451,-0.50438,-0.42871,-0.29863,0.85266,-0.73428,0.66503,-0.13627,37.452,-40.543,-590.24
3.4774,0.77048,0,0.093521,-0.21614,-0.53355,-0.69004,-0.48906,-0.3812,-0.31999,0.86735,-0.755,0.6492,-0.09231,37.347,-40.68,-590.34
3.4895,0.77138,0,0.10337,-0.066067,-0.54065,-0.69643,-0.47189,-0.34306,-0.32966,0.87956,-0.76812,0.63742,-0.06069,37.239,-40.818,-590.43
3.4938,0.77228,0,0.099742,0.082272,-0.54754,-0.70293,-0.45398,-0.33711,-0.31126,0.88853,-0.76587,0.63954,-0.066534,37.131,-40.958,-590.52
3.4966,0.77318,0,0.088143,0.16923,-0.55396,-0.70847,-0.43726,-0.34916,-0.2791,0.89454,-0.75579,0.64821,-0.092758,37.021,-41.099,-590.61
3.4995,0.77408,0,0.076702,0.21076,-0.55985,-0.71277,-0.42252,-0.36949,-0.24166,0.89726,-0.74165,0.65845,-0.12807,36.91,-41.241,-590.7
3.5024,0.77498,0,0.067986,0.27832,-0.56535,-0.71599,-0.40956,-0.39356,-0.20222,0.89678,-0.72491,0.66818,-0.16746,36.797,-41.383,-590.78
3.5053,0.77588,0,0.0555,0.39468,-0.57046,-0.71814,-0.39855,-0.44022,-0.14231,0.88654,-0.69338,0.68119,-0.23496,36.684,-41.527,-590.86
3.5081,0.77678,0,0.048811,0.51454,-0.57527,-0.71934,-0.38938,-0.48448,-0.0839,0.87077,-0.65905,0.68957,-0.30024,36.569,-41.671,-590.94
3.511,0.77768,0,0.037383,0.94401,-0.57979,-0.71962,-0.38207,-0.578,0.032779,0.81538,-0.57424,0.69359,-0.43495,36.454,-41.815,-591.02
3.5139,0.77858,0,0.029837,1.3374,-0.584,-0.71895,-0.37691,-0.68364,0.18524,0.70592,-0.4377,0.66993,-0.59968,36.337,-41.959,-591.09
3.5167,0.77948,0,0.02464,1.9615,-0.58798,-0.71741,-0.37363,-0.78555,0.39633,0.47522,-0.19285,0.57292,-0.7966,36.22,-42.103,-591.17
3.5196,0.78038,0,0.023073,2.2298,-0.59176,-0.71503,-0.37222,-0.79111,0.60381,0.097786,0.15483,0.35234,-0.92298,36.101,-42.246,-591.24
3.5225,0.78128,0,0.026016,2.0061,-0.59532,-0.71182,-0.37271,-0.66274,0.69727,-0.27311,0.45428,0.084428,-0.88685,35.982,-42.39,-591.32
3.5254,0.78218,0,0.033739,1.0141,-0.5986,-0.70767,-0.37534,-0.45787,0.68674,-0.56457,0.65729,-0.16609,-0.73511,35.862,-42.532,-591.39
3.5282,0.78308,0,0.039947,0.74074,-0.60165,-0.70267,-0.37983,-0.37446,0.66816,-0.64292,0.70555,-0.24459,-0.66512,35.742,-42.674,-591.47
3.5311,0.78398,0,0.051034,0.48347,-0.60446,-0.69678,-0.38618,-0.25396,0.62801,-0.7356,0.75507,-0.34656,-0.55656,35.621,-42.814,-591.55
3.534,0.78488,0,0.058958,-0.011611,-0.60695,-0.68993,-0.39447,-0.19994,0.61295,-0.76441,0.76918,-0.38508,-0.50997,35.499,-42.954,-591.62
3.5321,0.78578,0,0.055918,-0.44284,-0.60948,-0.68269,-0.40308,-0.23989,0.6434,-0.72697,0.75564,-0.34638,-0.55591,35.377,-43.091,-591.7
3.5287,0.78668,0,0.049117,-0.7322,-0.61244,-0.67567,-0.41035,-0.3287,0.68975,-0.64514,0.71894,-0.26023,-0.64452,35.254,-43.228,-591.79
3.5253,0.78758,0,0.043275,-1.0064,-0.61597,-0.66909,-0.41581,-0.43891,0.7298,-0.52416,0.65417,-0.14037,-0.74321,35.131,-43.363,-591.87
3.522,0.78848,0,0.038546,-1.2676,-0.62011,-0.66303,-0.41935,-0.57826,0.74753,-0.32681,0.53016,0.03983,-0.84696,35.007,-43.497,-591.95
3.5186,0.78938,0,0.036888,-1.392,-0.6249,-0.65747,-0.42099,-0.68786,0.71872,-0.10141,0.36925,0.22621,-0.90138,34.882,-43.629,-592.04
3.5152,0.79028,0,0.037762,-1.3251,-0.63033,-0.65244,-0.42073,-0.7609,0.62671,0.16812,0.15398,0.42611,-0.89147,34.756,-43.761,-592.12
3.5118,0.79118,0,0.041149,-1.0422,-0.6364,-0.64792,-0.41857,-0.77103,0.51842,0.3698,-0.022609,0.55807,-0.82949,34.629,-43.891,-592.21
3.5084,0.79208,0,0.046582,-0.88573,-0.64307,-0.64386,-0.41461,-0.74797,0.41192,0.52044,-0.16431,0.6448,-0.74648,34.5,-44.021,-592.29
3.5051,0.79298,0,0.054087,-0.65906,-0.65038,-0.64028,-0.40871,-0.7041,0.30624,0.64067,-0.28505,0.70446,-0.64999,34.371,-44.149,-592.37
3.5017,0.79388,0,0.061624,-0.50449,-0.65828,-0.63717,-0.40086,-0.66204,0.23657,0.71115,-0.35829,0.73352,-0.57756,34.24,-44.277,-592.45
3.4983,0.79478,0,0.071097,-0.35884,-0.66674,-0.63447,-0.39103,-0.6168,0.17524,0.76737,-0.41835,0.75282,-0.50818,34.108,-44.404,-592.53
3.4949,0.79568,0,0.078549,-0.32071,-0.6757,-0.63211,-0.3793,-0.58222,0.14199,0.80054,-0.45217,0.76175,-0.46397,33.973,-44.531,-592.61
3.4916,0.79658,0,0.089987,-0.23846,-0.68511,-0.6301,-0.36552,-0.53904,0.10102,0.8362,-0.48997,0.76992,-0.40885,33.838,-44.657,-592.68
3.4882,0.79748,0,0.097949,-0.18234,-0.69493,-0.62835,-0.34965,-0.5094,0.086983,0.85612,-0.50753,0.77306,-0.38053,33.7,-44.782,-592.76
3.4848,0.79838,0,0.10669,-0.11847,-0.70497,-0.62676,-0.33196,-0.47518,0.069922,0.8771,-0.52652,0.77607,-0.34712,33.56,-44.907,-592.82
3.4812,0.79928,0,0.10263,-0.035912,-0.71466,-0.62526,-0.31354,-0.45384,0.073412,0.88805,-0.53225,0.77696,-0.33623,33.419,-45.032,-592.89
3.4775,0.80018,0,0.091982,-0.023849,-0.72333,-0.62373,-0.29624,-0.43899,0.084229,0.89454,-0.533,0.77709,-0.33473,33.275,-45.157,-592.95
3.4738,0.80108,0,0.08282,-0.041224,-0.73084,-0.62222,-0.28056,-0.42176,0.088499,0.90238,-0.53665,0.77782,-0.32711,33.13,-45.281,-593.01
3.4702,0.80198,0,0.073637,-0.033681,-0.73731,-0.62081,-0.26641,-0.40602,0.092052,0.90921,-0.53992,0.77854,-0.31993,32.984,-45.405,-593.06
3.4665,0.80288,0,0.063126,-0.067995,-0.74278,-0.61952,-0.25394,-0.39303,0.096388,0.91446,-0.54205,0.77904,-0.31508,32.835,-45.529,-593.11
3.4628,0.80378,0,0.055455,-0.069782,-0.74732,-0.61843,-0.24303,-0.37111,0.085079,0.92468,-0.55118,0.78122,-0.29309,32.686,-45.653,-593.16
